user_id,event,value,timestamp
2005782,connection_request_sent,0,2025-02-08T22:11:33Z
2005418,connection_request_sent,0,2025-02-18T01:26:45Z
2002943,connection_accepted,1,2025-02-17T17:49:56Z
2005613,connection_request_sent,0,2025-02-04T03:22:50Z
2000659,connection_request_sent,0,2025-02-24T03:23:49Z
2002534,connection_request_sent,0,2025-02-21T04:16:25Z
2002143,connection_request_sent,0,2025-02-20T01:37:59Z
2009275,connection_request_sent,0,2025-02-09T22:45:42Z
2006694,connection_request_sent,0,2025-02-07T10:11:22Z
2007400,connection_request_sent,0,2025-02-09T16:22:16Z
2008371,connection_request_sent,0,2025-02-22T06:44:48Z
2004585,connection_accepted,1,2025-02-03T20:25:40Z
2000177,connection_request_sent,0,2025-02-07T16:09:10Z
2008404,connection_accepted,1,2025-02-13T14:58:14Z
2009422,connection_request_sent,0,2025-02-19T16:50:44Z
2004122,connection_request_sent,0,2025-02-12T06:55:41Z
2002747,connection_request_sent,0,2025-02-13T17:50:12Z
2005358,connection_request_sent,0,2025-02-08T02:36:57Z
2008747,connection_request_sent,0,2025-02-04T01:49:35Z
2000386,connection_request_sent,0,2025-02-10T17:22:45Z
2003923,connection_request_sent,0,2025-02-12T00:58:11Z
2008819,connection_request_sent,0,2025-02-15T12:18:00Z
2009549,connection_request_sent,0,2025-02-10T16:02:16Z
2006805,connection_request_sent,0,2025-02-12T20:00:14Z
2006382,connection_request_sent,0,2025-02-15T09:52:14Z
2008205,connection_request_sent,0,2025-02-17T21:52:24Z
2004521,connection_request_sent,0,2025-02-23T08:29:52Z
2000389,connection_accepted,1,2025-02-19T13:44:08Z
2007755,connection_request_sent,0,2025-02-17T14:50:46Z
2004077,connection_accepted,1,2025-02-07T11:31:55Z
2003469,connection_request_sent,0,2025-02-14T21:27:13Z
2005784,connection_request_sent,0,2025-02-11T01:48:24Z
2007590,connection_request_sent,0,2025-02-19T18:45:43Z
2005222,connection_request_sent,0,2025-02-21T22:32:20Z
2001084,connection_request_sent,0,2025-02-16T02:55:29Z
2006723,connection_accepted,1,2025-02-08T11:08:34Z
2005245,connection_request_sent,0,2025-02-23T23:11:12Z
2008834,connection_request_sent,0,2025-02-12T03:44:36Z
2002146,connection_request_sent,0,2025-02-21T01:48:32Z
2008402,connection_request_sent,0,2025-02-21T04:12:07Z
2008267,connection_request_sent,0,2025-02-08T07:47:21Z
2004123,connection_request_sent,0,2025-02-24T04:56:09Z
2006869,connection_request_sent,0,2025-02-11T15:53:54Z
2004756,connection_request_sent,0,2025-02-24T11:30:54Z
2006433,connection_request_sent,0,2025-02-19T12:19:16Z
2009333,connection_request_sent,0,2025-02-15T05:09:40Z
2006100,connection_request_sent,0,2025-02-20T03:02:12Z
2007356,connection_accepted,1,2025-02-15T02:16:15Z
2002151,connection_request_sent,0,2025-02-23T22:02:42Z
2002239,connection_request_sent,0,2025-02-16T20:00:45Z
2003854,connection_accepted,1,2025-02-08T10:34:48Z
2004956,connection_request_sent,0,2025-02-23T06:39:20Z
2009043,connection_request_sent,0,2025-02-16T04:25:24Z
2005990,connection_request_sent,0,2025-02-13T08:50:27Z
2003243,connection_request_sent,0,2025-02-24T07:37:13Z
2004729,connection_request_sent,0,2025-02-17T20:08:16Z
2004641,connection_request_sent,0,2025-02-05T10:33:58Z
2004513,connection_request_sent,0,2025-02-05T00:34:07Z
2007673,connection_request_sent,0,2025-02-13T13:08:52Z
2005748,connection_request_sent,0,2025-02-19T22:11:24Z
2008944,connection_request_sent,0,2025-02-19T04:05:44Z
2008226,connection_request_sent,0,2025-02-04T18:56:02Z
2008637,connection_request_sent,0,2025-02-13T18:30:34Z
2003095,connection_request_sent,0,2025-02-24T19:48:34Z
2006751,connection_request_sent,0,2025-02-06T22:02:33Z
2006782,connection_request_sent,0,2025-02-12T00:06:16Z
2008403,connection_accepted,1,2025-02-22T11:45:37Z
2003161,connection_accepted,1,2025-02-16T03:43:03Z
2001967,connection_request_sent,0,2025-02-08T22:46:29Z
2002805,connection_request_sent,0,2025-02-20T15:04:22Z
2002216,connection_request_sent,0,2025-02-20T17:53:08Z
2007896,connection_accepted,1,2025-02-18T09:53:10Z
2006427,connection_request_sent,0,2025-02-03T14:57:55Z
2001864,connection_request_sent,0,2025-02-14T22:57:08Z
2005802,connection_accepted,1,2025-02-21T08:36:05Z
2005186,connection_request_sent,0,2025-02-20T13:04:04Z
2004923,connection_request_sent,0,2025-02-07T18:38:20Z
2000566,connection_request_sent,0,2025-02-16T18:28:29Z
2002059,connection_request_sent,0,2025-02-07T12:43:13Z
2000336,connection_request_sent,0,2025-02-03T19:22:38Z
2008184,connection_request_sent,0,2025-02-08T15:59:14Z
2008021,connection_accepted,1,2025-02-21T07:57:54Z
2005220,connection_request_sent,0,2025-02-17T23:26:44Z
2006401,connection_request_sent,0,2025-02-19T13:11:55Z
